,Tag,Word,Sentence #
112680,O,against,4601.0
112681,O,a,4601.0
112682,O,planned,4601.0
112683,O,conference,4601.0
112684,O,of,4601.0
112685,O,Islamist,4601.0
112686,O,groups,4601.0
112687,O,if,4601.0
112688,LOC,Lunden,4601.0
112689,O,in,4601.0
112690,O,British,4601.0
112691,O,law,4601.0
112692,O,was,4601.0
112693,O,broken,4601.0
112694,O,People,4601.0
112695,O,who,4601.0
112696,O,wish,4601.0
112697,O,to,4602.0
112698,O,hold,4602.0
112699,O,conferences,4602.0
112700,O,of,4602.0
112701,O,course,4602.0
112702,O,dont,4602.0
112703,O,need,4602.0
112704,O,to,4602.0
112705,O,seek,4602.0
112706,O,permission,4602.0
112707,O,from,4602.0
112708,O,the,4602.0
112709,O,government,4602.0
112710,O,in,4602.0
112711,O,in,4602.0
112712,LOC,Pakistan,4602.0
112713,O,for,4602.0
112714,PER,Rifkind,4602.0
112715,LOC,Brittain,4602.0
112716,O,a,4602.0
112717,O,visit,4602.0
112718,O,As,4602.0
112719,ORG,Reuter'S,4602.0
112720,O,told,4602.0
112721,O,long,4602.0
112722,O,as,4602.0
112723,O,they,4603.0
112724,O,obey,4603.0
112725,O,our,4603.0
112726,O,laws,4603.0
112727,O,then,4603.0
112728,O,that,4603.0
112729,O,is,4603.0
112730,O,not,4603.0
112731,O,something,4603.0
112732,O,the,4603.0
112733,O,government,4603.0
112734,O,would,4603.0
112735,O,normally,4603.0
112736,O,interfere,4603.0
112737,O,with,4603.0
112738,O,The,4603.0
112739,O,Islamist,4603.0
112740,O,conference,4603.0
112741,O,due,4604.0
112742,O,to,4604.0
112743,O,be,4604.0
112744,O,held,4604.0
112745,O,on,4604.0
112746,LOC,Lunden,4604.0
112747,O,in,4604.0
112748,O,September,4604.0
112749,O,8,4604.0
112750,O,has,4604.0
112751,O,caused,4604.0
112752,O,concern,4604.0
112753,O,in,4604.0
112754,O,countries,4604.0
112755,O,such,4604.0
112756,O,and,4604.0
112757,LOC,Algeria,4604.0
112758,O,which,4604.0
112759,LOC,Egypt,4604.0
112760,O,as,4604.0
112761,O,are,4604.0
112762,O,fighting,4604.0
112763,O,armed,4604.0
112764,O,Islamic,4604.0
112765,O,militants,4604.0
112766,O,British,4604.0
112767,O,Jewish,4604.0
112768,O,groups,4604.0
112769,O,have,4605.0
112770,O,also,4605.0
112771,O,protested,4605.0
112772,O,because,4605.0
112773,O,they,4605.0
112774,O,say,4605.0
112775,LOC,Algerias,4605.0
112776,ORG,Islamic,4605.0
112777,O,members,4605.0
112778,ORG,Front,4605.0
112779,ORG,Fis,4605.0
112780,O,and,4605.0
112781,ORG,Salvation,4605.0
112782,O,of,4605.0
112783,O,the,4605.0
112784,O,Palestinian,4605.0
112785,O,Islamic,4605.0
112786,O,are,4605.0
112787,ORG,Hamas',4605.0
112788,O,group,4605.0
112789,O,on,4605.0
112790,O,the,4605.0
112791,O,guest,4605.0
112792,O,said,4605.0
112793,PER,Rifkind,4605.0
112794,O,list,4605.0
112795,O,it,4605.0
112796,O,was,4606.0
112797,O,for,4606.0
112798,O,the,4606.0
112799,O,home,4606.0
112800,O,secretary,4606.0
112801,O,interior,4606.0
112802,O,minister,4606.0
112803,O,to,4606.0
112804,O,act,4606.0
112805,O,by,4606.0
112806,O,denying,4606.0
112807,O,visas,4606.0
112808,O,to,4606.0
112809,O,participants,4606.0
112810,O,if,4606.0
112811,O,he,4606.0
112812,O,felt,4606.0
112813,O,there,4606.0
112814,O,was,4606.0
112815,O,reason,4606.0
112816,O,to,4606.0
112817,O,believe,4606.0
112818,O,that,4606.0
112819,O,they,4606.0
112820,O,might,4606.0
112821,O,break,4606.0
112822,O,the,4606.0
112823,O,law,4606.0
112824,O,Our,4606.0
112825,O,policy,4606.0
112826,O,has,4606.0
112827,O,to,4607.0
112828,O,be,4607.0
112829,O,fundamentally,4607.0
112830,O,based,4607.0
112831,O,on,4607.0
112832,O,respect,4607.0
112833,O,for,4607.0
112834,O,the,4607.0
112835,O,rule,4607.0
112836,O,of,4607.0
112837,O,law,4607.0
112838,O,and,4607.0
112839,O,insistence,4607.0
112840,O,that,4607.0
112841,O,it,4607.0
112842,O,be,4607.0
112843,O,observed,4607.0
112844,O,he,4607.0
112845,O,was,4607.0
112846,PER,Rifkind,4607.0
112847,O,said,4607.0
112848,O,at,4607.0
112849,LOC,Pakistan,4608.0
112850,O,in,4608.0
112851,O,the,4608.0
112852,O,start,4608.0
112853,O,of,4608.0
112854,O,an,4608.0
112855,O,Asian,4608.0
112856,O,tour,4608.0
112857,O,that,4608.0
112858,O,will,4608.0
112859,O,also,4608.0
112860,O,take,4608.0
112861,O,him,4608.0
112862,LOC,Sri,4608.0
112863,LOC,Lanka,4608.0
112864,LOC,Japan,4608.0
112865,O,and,4608.0
112866,O,to,4608.0
112867,O,DOCSTART,4608.0
112868,LOC,Mongolia,4608.0
112869,LOC,India,4608.0
112870,O,Afghan,4608.0
112871,O,leader,4608.0
112872,O,Congressman,4609.0
112873,LOC,Us,4609.0
112874,O,tells,4609.0
112875,O,of,4609.0
112876,O,peace,4609.0
112877,O,plan,4609.0
112878,LOC,Kabul,4609.0
112879,PER,Salahuddin,4609.0
112880,PER,Sayed,4609.0
112881,O,19960827,4610.0
112882,O,Afghan,4610.0
112883,O,government,4610.0
112884,O,military,4610.0
112885,PER,Hsia,4610.0
112886,PER,Masoud,4610.0
112887,O,briefed,4610.0
112888,PER,Ahmad,4610.0
112889,O,chief,4610.0
112890,PER,Rohrabacher,4610.0
112891,LOC,Us,4610.0
112892,O,visiting,4610.0
112893,O,on,4610.0
112894,O,Congressman,4610.0
112895,PER,Dana,4610.0
112896,O,Tuesday,4610.0
112897,O,on,4610.0
112898,O,a,4610.0
112899,O,peace,4610.0
112900,O,plan,4610.0
112901,O,for,4610.0
112902,O,his,4610.0
112903,O,wartorn,4610.0
112904,O,country,4610.0
112905,O,A,4610.0
112906,O,spokesman,4610.0
112907,O,said,4610.0
112908,PER,Masoud,4611.0
112909,O,for,4611.0
112910,O,he,4611.0
112911,O,had,4611.0
112912,O,told,4611.0
112913,O,Republican,4611.0
112914,LOC,California,4611.0
112915,O,the,4611.0
112916,O,at,4611.0
112917,O,a,4611.0
112918,O,meeting,4611.0
112919,O,in,4611.0
112920,O,that,4611.0
112921,LOC,Kabul,4611.0
112922,O,northern,4611.0
112923,PER,Rabbanis,4611.0
112924,O,government,4611.0
112925,O,President,4611.0
112926,PER,Burhanuddin,4611.0
112927,O,favoured,4611.0
112928,O,talks,4611.0
112929,O,with,4611.0
112930,O,all,4611.0
112931,O,Afghan,4611.0
112932,O,factions,4611.0
112933,O,to,4611.0
112934,O,set,4611.0
112935,O,up,4611.0
112936,O,an,4611.0
112937,O,interim,4611.0
112938,O,government,4611.0
112939,O,The,4611.0
112940,O,factions,4611.0
112941,O,should,4611.0
112942,O,agree,4612.0
112943,O,to,4612.0
112944,O,appoint,4612.0
112945,O,a,4612.0
112946,O,transitional,4612.0
112947,O,leader,4612.0
112948,O,draft,4612.0
112949,O,a,4612.0
112950,O,new,4612.0
112951,O,constitution,4612.0
112952,O,collect,4612.0
112953,O,heavy,4612.0
112954,O,weapons,4612.0
112955,O,create,4612.0
112956,O,a,4612.0
112957,O,national,4612.0
112958,O,army,4612.0
112959,O,and,4612.0
112960,O,hold,4612.0
112961,O,free,4612.0
112962,O,elections,4612.0
112963,O,in,4612.0
112964,O,which,4612.0
112965,O,the,4612.0
112966,O,transitional,4612.0
112967,O,leader,4612.0
112968,O,would,4612.0
112969,O,be,4612.0
112970,O,barred,4612.0
112971,O,from,4612.0
112972,O,standing,4612.0
112973,O,he,4612.0
112974,O,flew,4612.0
112975,PER,Rohrabacher,4612.0
112976,O,added,4612.0
112977,O,military,4612.0
112978,LOC,Bagram,4613.0
112979,O,into,4613.0
112980,O,airbase,4613.0
112981,O,north,4613.0
112982,O,in,4613.0
112983,LOC,Kabul,4613.0
112984,O,of,4613.0
112985,ORG,Krause,4613.0
112986,O,plane,4613.0
112987,O,a,4613.0
112988,ORG,Reade,4613.0
112989,O,on,4613.0
112990,O,Tuesday,4613.0
112991,O,after,4613.0
112992,O,meeting,4613.0
112993,O,northern,4613.0
112994,O,opposition,4613.0
112995,O,militia,4613.0
112996,O,leader,4613.0
112997,PER,Rashid,4613.0
112998,PER,Dostum,4613.0
112999,PER,Masoods,4613.0
113000,O,spokesman,4613.0
113001,O,General,4613.0
113002,O,one,4613.0
113003,PER,Amrollah,4613.0
113004,PER,Abdul,4614.0
113005,O,name,4614.0
113006,O,had,4614.0
113007,PER,Rohrabacher,4614.0
113008,O,said,4614.0
113009,O,recently,4614.0
113010,LOC,Saudi,4614.0
113011,LOC,Arabia,4614.0
113012,O,and,4614.0
113013,LOC,Italy,4614.0
113014,O,as,4614.0
113015,LOC,Pakistan,4614.0
113016,O,visited,4614.0
113017,O,part,4614.0
113018,O,of,4614.0
113019,O,a,4614.0
113020,O,mission,4614.0
113021,O,to,4614.0
113022,O,promote,4614.0
113023,O,peace,4614.0
113024,O,We,4614.0
113025,LOC,Afghanistan,4614.0
113026,O,in,4614.0
113027,O,are,4614.0
113028,O,certainly,4614.0
113029,O,serious,4615.0
113030,O,more,4615.0
113031,O,than,4615.0
113032,O,before,4615.0
113033,O,to,4615.0
113034,O,find,4615.0
113035,O,a,4615.0
113036,O,solution,4615.0
113037,O,to,4615.0
113038,O,the,4615.0
113039,O,Afghan,4615.0
113040,O,problem,4615.0
113041,O,and,4615.0
113042,O,support,4615.0
113043,O,quoted,4615.0
113044,ORG,Un,4615.0
113045,O,every,4615.0
113046,PER,Amrollah,4615.0
113047,O,as,4615.0
113048,PER,Rohrabacher,4615.0
113049,O,plan,4615.0
113050,O,saying,4615.0
113051,O,However,4615.0
113052,O,a,4615.0
113053,O,spokesman,4615.0
113054,O,for,4616.0
113055,O,Prime,4616.0
113056,PER,Hekmatyar,4616.0
113057,O,a,4616.0
113058,O,Minister,4616.0
113059,PER,Gulbuddin,4616.0
113060,O,longtime,4616.0
113061,O,rival,4616.0
113062,O,expressed,4616.0
113063,PER,Masoud,4616.0
113064,O,of,4616.0
113065,O,concern,4616.0
113066,O,at,4616.0
113067,O,signs,4616.0
113068,O,of,4616.0
113069,O,interest,4616.0
113070,LOC,Us,4616.0
113071,O,renewed,4616.0
113072,LOC,Amerika,4616.0
113073,O,wants,4616.0
113074,O,in,4616.0
113075,LOC,Afghanistan,4616.0
113076,O,to,4616.0
113077,O,block,4617.0
113078,O,the,4617.0
113079,O,establishment,4617.0
113080,O,of,4617.0
113081,O,a,4617.0
113082,O,strong,4617.0
113083,O,Islamic,4617.0
113084,O,government,4617.0
113085,O,and,4617.0
113086,LOC,Afghanistan,4617.0
113087,O,in,4617.0
113088,O,intends,4617.0
113089,LOC,Us,4617.0
113090,O,the,4617.0
113091,O,to,4617.0
113092,O,neutralise,4617.0
113093,O,the,4617.0
113094,O,Afghan,4617.0
113095,O,peace,4617.0
113096,O,process,4617.0
113097,O,initiated,4617.0
113098,O,by,4617.0
113099,O,the,4617.0
113100,O,Afghans,4617.0
113101,O,themselves,4617.0
113102,O,said,4617.0
113103,O,the,4617.0
113104,PER,Ibrahimi,4617.0
113105,O,A,4617.0
113106,O,spokesman,4617.0
113107,PER,Hamid,4617.0
113108,O,great,4617.0
113109,O,game,4617.0
113110,O,has,4618.0
113111,O,been,4618.0
113112,O,started,4618.0
113113,O,as,4618.0
113114,LOC,Afghanistan,4618.0
113115,O,feels,4618.0
113116,LOC,Amerika,4618.0
113117,O,in,4618.0
113118,O,and,4618.0
113119,LOC,Tehran,4618.0
113120,O,have,4618.0
113121,LOC,Moscow,4618.0
113122,O,that,4618.0
113123,O,got,4618.0
113124,O,stronger,4618.0
113125,O,in,4618.0
113126,O,the,4618.0
113127,O,Afghan,4618.0
113128,O,picture,4618.0
113129,O,wants,4618.0
113130,LOC,Washington,4618.0
113131,O,something,4618.0
113132,O,to,4618.0
113133,O,change,4618.0
113134,O,he,4618.0
113135,O,was,4618.0
113136,PER,Rohrabacher,4618.0
113137,O,said,4618.0
113138,O,expected,4618.0
113139,O,to,4619.0
113140,O,visit,4619.0
113141,O,neutral,4619.0
113142,O,faction,4619.0
113143,O,leaders,4619.0
113144,O,in,4619.0
113145,O,the,4619.0
113146,O,eastern,4619.0
113147,O,city,4619.0
113148,O,and,4619.0
113149,LOC,Jalalabad,4619.0
113150,O,of,4619.0
113151,O,meet,4619.0
113152,O,leaders,4619.0
113153,O,of,4619.0
113154,O,the,4619.0
113155,O,rebel,4619.0
113156,O,Islamic,4619.0
113157,O,Taleban,4619.0
113158,O,militia,4619.0
113159,O,in,4619.0
113160,O,the,4619.0
113161,O,southern,4619.0
113162,O,city,4619.0
113163,O,Afghan,4619.0
113164,LOC,Kandahar,4619.0
113165,O,of,4619.0
113166,O,guerrilla,4619.0
113167,O,factions,4619.0
113168,O,have,4620.0
113169,O,been,4620.0
113170,O,locked,4620.0
113171,O,in,4620.0
113172,O,a,4620.0
113173,O,bloody,4620.0
113174,O,power,4620.0
113175,O,struggle,4620.0
113176,O,since,4620.0
113177,O,the,4620.0
113178,O,fall,4620.0
113179,O,of,4620.0
113180,O,the,4620.0
113181,O,communist,4620.0
113182,O,government,4620.0
113183,O,in,4620.0
113184,O,April,4620.0
113185,O,once,4620.0
113186,PER,Hekmatyar,4620.0
113187,O,main,4620.0
113188,PER,Rabbanis,4620.0
113189,O,1992,4621.0
113190,O,rival,4621.0
113191,O,made,4621.0
113192,O,a,4621.0
113193,O,peace,4621.0
113194,O,pact,4621.0
113195,O,with,4621.0
113196,O,him,4621.0
113197,O,and,4621.0
113198,O,rejoined,4621.0
113199,O,the,4621.0
113200,O,government,4621.0
113201,O,as,4621.0
113202,O,prime,4621.0
113203,O,minister,4621.0
113204,O,in,4621.0
113205,O,June,4621.0
113206,O,state,4621.0
113207,LOC,Pakistan,4621.0
113208,O,DOCSTART,4621.0
113209,O,bank,4622.0
113210,O,sells,4622.0
113211,O,138,4622.0
113212,O,bln,4622.0
113213,O,rupees,4622.0
113214,O,of,4622.0
113215,LOC,Pakistan,4622.0
113216,O,19960827,4622.0
113217,O,bonds,4622.0
113218,LOC,Caracci,4622.0
113219,ORG,Central,4623.0
113220,ORG,Banke,4623.0
113221,O,auctioned,4623.0
113222,ORG,State,4623.0
113223,O,The,4623.0
113224,LOC,Pakistan,4623.0
113225,O,of,4623.0
113226,O,three,4623.0
113227,O,five,4623.0
113228,O,and,4623.0
113229,O,10year,4623.0
113230,O,federal,4623.0
113231,O,investment,4623.0
113232,O,bonds,4623.0
113233,O,worth,4623.0
113234,O,138,4623.0
113235,O,billion,4623.0
113236,O,rupees,4623.0
113237,O,on,4623.0
113238,O,Tuesday,4623.0
113239,O,The,4623.0
113240,O,bank,4623.0
113241,O,said,4623.0
113242,O,it,4624.0
113243,O,had,4624.0
113244,O,accepted,4624.0
113245,O,bids,4624.0
113246,O,of,4624.0
113247,O,250,4624.0
113248,O,million,4624.0
113249,O,rupees,4624.0
113250,O,at,4624.0
113251,O,par,4624.0
113252,O,for,4624.0
113253,O,threeyear,4624.0
113254,O,bonds,4624.0
113255,O,35,4624.0
113256,O,million,4624.0
113257,O,rupees,4624.0
113258,O,at,4624.0
113259,O,par,4624.0
113260,O,for,4624.0
113261,O,fiveyear,4624.0
113262,O,bonds,4624.0
113263,O,and,4624.0
113264,O,1126,4624.0
113265,O,billion,4624.0
113266,O,at,4624.0
113267,O,par,4624.0
113268,O,for,4624.0
113269,O,10year,4624.0
113270,O,bonds,4624.0
113271,O,The,4624.0
113272,O,auction,4624.0
113273,O,is,4624.0
113274,O,set,4625.0
113275,O,for,4625.0
113276,O,settlement,4625.0
113277,O,on,4625.0
113278,O,Thursday,4625.0
113279,O,In,4625.0
113280,O,the,4625.0
113281,O,previous,4625.0
113282,O,auction,4626.0
113283,O,on,4626.0
113284,O,July,4626.0
113285,O,11,4626.0
113286,O,it,4626.0
113287,O,accepted,4626.0
113288,O,bids,4626.0
113289,O,worth,4626.0
113290,O,300,4626.0
113291,O,million,4626.0
113292,O,rupees,4626.0
113293,O,at,4626.0
113294,O,par,4626.0
113295,O,for,4626.0
113296,O,threeyear,4626.0
113297,O,bonds,4626.0
113298,O,445,4626.0
113299,O,million,4626.0
113300,O,rupees,4626.0
113301,O,at,4626.0
113302,O,par,4626.0
113303,O,for,4626.0
113304,O,fiveyear,4626.0
113305,O,bonds,4626.0
113306,O,and,4626.0
113307,O,7826,4626.0
113308,O,million,4626.0
113309,O,rupees,4626.0
113310,O,at,4626.0
113311,O,par,4626.0
113312,O,for,4626.0
113313,O,10year,4626.0
113314,O,newsroom,4626.0
113315,LOC,Caracci,4626.0
113316,O,bonds,4626.0
113317,O,92215685192,4626.0
113318,O,offers,4627.0
113319,LOC,Nepal,4627.0
113320,O,DOCSTART,4627.0
113321,O,to,4627.0
113322,O,talk,4627.0
113323,O,to,4627.0
113324,O,Maoist,4627.0
113325,O,insurgents,4627.0
113326,LOC,KATHMANDU,4627.0
113327,PER,Sharma,4627.0
113328,PER,Gopal,4627.0
113329,O,centreright,4628.0
113330,LOC,Nepals,4628.0
113331,O,19960827,4628.0
113332,O,coalition,4628.0
113333,O,government,4628.0
113334,O,has,4628.0
113335,O,offered,4628.0
113336,O,to,4628.0
113337,O,meet,4628.0
113338,O,the,4628.0
113339,O,countrys,4628.0
113340,O,hardline,4628.0
113341,O,Maoist,4628.0
113342,O,communists,4628.0
113343,O,for,4628.0
113344,O,talks,4628.0
113345,O,in,4628.0
113346,O,a,4628.0
113347,O,bid,4628.0
113348,O,to,4628.0
113349,O,end,4628.0
113350,O,an,4628.0
113351,O,insurgency,4628.0
113352,O,western,4628.0
113353,LOC,Nepals,4628.0
113354,O,in,4628.0
113355,O,districts,4628.0
113356,O,officials,4628.0
113357,O,said,4628.0
113358,O,on,4628.0
113359,O,Tuesday,4628.0
113360,O,The,4628.0
113361,O,Maoists,4628.0
113362,O,oppose,4628.0
113363,O,multiparty,4629.0
113364,O,democracy,4629.0
113365,O,and,4629.0
113366,O,want,4629.0
113367,O,to,4629.0
113368,O,establish,4629.0
113369,O,a,4629.0
113370,O,communist,4629.0
113371,O,state,4629.0
113372,O,But,4629.0
113373,O,the,4629.0
113374,O,Nepali,4629.0
113375,O,government,4630.0
113376,O,said,4630.0
113377,O,the,4630.0
113378,O,insurgents,4630.0
113379,O,must,4630.0
113380,O,give,4630.0
113381,O,up,4630.0
113382,O,violence,4630.0
113383,O,before,4630.0
113384,O,it,4630.0
113385,O,negotiates,4630.0
113386,O,with,4630.0
113387,O,them,4630.0
113388,O,They,4630.0
113389,O,the,4630.0
113390,O,insurgents,4630.0
113391,O,should,4631.0
113392,O,first,4631.0
113393,O,give,4631.0
113394,O,up,4631.0
113395,O,their,4631.0
113396,O,violent,4631.0
113397,O,activities,4631.0
113398,O,Home,4631.0
113399,O,Interior,4631.0
113400,PER,Bahadur,4631.0
113401,PER,Khadga,4631.0
113402,O,said,4631.0
113403,PER,Khum,4631.0
113404,O,Minister,4631.0
113405,O,About,4631.0
113406,O,54,4631.0
113407,O,people,4631.0
113408,O,have,4632.0
113409,O,died,4632.0
113410,O,in,4632.0
113411,O,Maoist,4632.0
113412,O,insurgent,4632.0
113413,O,activity,4632.0
113414,O,and,4632.0
113415,O,in,4632.0
113416,O,police,4632.0
113417,O,action,4632.0
113418,O,against,4632.0
113419,O,them,4632.0
113420,O,since,4632.0
113421,O,February,4632.0
113422,O,officials,4632.0
113423,O,said,4632.0
113424,O,Nepali,4632.0
113425,O,opposition,4632.0
113426,O,parties,4632.0
113427,O,have,4633.0
113428,O,accused,4633.0
113429,O,the,4633.0
113430,O,police,4633.0
113431,O,of,4633.0
113432,O,having,4633.0
113433,O,killed,4633.0
113434,O,more,4633.0
113435,O,people,4633.0
113436,O,than,4633.0
113437,O,the,4633.0
113438,O,insurgents,4633.0
113439,O,Some,4633.0
113440,O,human,4633.0
113441,O,rights,4633.0
113442,O,groups,4634.0
113443,O,have,4634.0
113444,O,criticised,4634.0
113445,O,the,4634.0
113446,O,governments,4634.0
113447,O,handling,4634.0
113448,O,of,4634.0
113449,O,the,4634.0
113450,O,situation,4634.0
113451,O,In,4634.0
113452,O,a,4634.0
113453,O,speech,4634.0
113454,O,in,4635.0
113455,O,parliament,4635.0
113456,O,on,4635.0
113457,O,challenged,4635.0
113458,PER,Khadga,4635.0
113459,O,Tuesday,4635.0
113460,O,the,4635.0
113461,O,Maoist,4635.0
113462,O,communists,4635.0
113463,O,to,4635.0
113464,O,win,4635.0
113465,O,the,4635.0
113466,O,peoples,4635.0
113467,O,confidence,4635.0
113468,O,and,4635.0
113469,O,win,4635.0
113470,O,election,4635.0
113471,O,to,4635.0
113472,O,parliament,4635.0
113473,O,On,4635.0
113474,O,Monday,4635.0
113475,O,he,4635.0
113476,O,had,4636.0
113477,O,offered,4636.0
113478,O,to,4636.0
113479,O,talk,4636.0
113480,O,to,4636.0
113481,O,leaders,4636.0
113482,O,of,4636.0
113483,ORG,People'S,4636.0
113484,ORG,Front,4636.0
113485,ORG,Nepal,4636.0
113486,ORG,Bhattarai,4636.0
113487,O,the,4636.0
113488,ORG,United,4636.0
113489,O,the,4636.0
113490,O,Maoist,4636.0
113491,O,faction,4636.0
113492,O,which,4636.0
113493,O,leads,4636.0
113494,O,the,4636.0
113495,O,insurgency,4636.0
113496,O,The,4636.0
113497,O,government,4636.0
113498,O,is,4636.0
113499,O,ready,4637.0
113500,O,to,4637.0
113501,O,guarantee,4637.0
113502,O,security,4637.0
113503,O,of,4637.0
113504,O,the,4637.0
113505,O,Maoist,4637.0
113506,O,representatives,4637.0
113507,O,who,4637.0
113508,O,want,4637.0
113509,O,to,4637.0
113510,O,take,4637.0
113511,O,part,4637.0
113512,O,in,4637.0
113513,O,peaceful,4637.0
113514,O,said,4637.0
113515,PER,Khadga,4637.0
113516,O,dialogue,4637.0
113517,O,A,4637.0
113518,O,multiparty,4637.0
113519,O,democracy,4637.0
113520,O,was,4638.0
113521,O,set,4638.0
113522,O,up,4638.0
113523,O,six,4638.0
113524,LOC,Nepal,4638.0
113525,O,in,4638.0
113526,O,years,4638.0
113527,O,ago,4638.0
113528,O,after,4638.0
113529,O,a,4638.0
113530,O,popular,4638.0
113531,O,movement,4638.0
113532,O,by,4638.0
113533,O,the,4638.0
113534,ORG,Congress',4638.0
113535,O,party,4638.0
113536,O,centrist,4638.0
113537,ORG,Nepali,4638.0
113538,O,jointly,4638.0
113539,O,with,4638.0
113540,ORG,United,4638.0
113541,ORG,MarxistLeninist,4638.0
113542,ORG,UML,4638.0
113543,O,party,4638.0
113544,O,the,4638.0
113545,ORG,Communist,4638.0
113546,ORG,Congress',4638.0
113547,O,leads,4638.0
113548,O,The,4638.0
113549,ORG,Nepali,4639.0
113550,O,the,4639.0
113551,O,threeparty,4639.0
113552,O,coalition,4639.0
113553,O,government,4639.0
113554,O,while,4639.0
113555,O,is,4639.0
113556,ORG,UML,4639.0
113557,O,the,4639.0
113558,O,the,4639.0
113559,O,main,4639.0
113560,O,opposition,4639.0
113561,O,party,4639.0
113562,O,DOCSTART,4639.0
113563,O,Indian,4639.0
113564,O,soy,4639.0
113565,O,prices,4640.0
113566,O,end,4640.0
113567,O,steady,4640.0
113568,O,ahead,4640.0
113569,O,of,4640.0
113570,LOC,India,4640.0
113571,O,19960827,4640.0
113572,O,holiday,4640.0
113573,LOC,INDORE,4640.0
113574,O,Indian,4641.0
113575,O,soybean,4641.0
113576,O,prices,4641.0
113577,O,on,4641.0
113578,O,Tuesday,4641.0
113579,O,remained,4641.0
113580,O,steady,4641.0
113581,O,at,4641.0
113582,O,1290013100,4641.0
113583,O,rupees,4641.0
113584,O,per,4641.0
113585,O,tonne,4641.0
113586,O,in,4641.0
113587,O,plant,4641.0
113588,O,delivery,4641.0
113589,O,condition,4641.0
113590,O,dealers,4641.0
113591,O,said,4641.0
113592,O,They,4641.0
113593,O,said,4641.0
113594,O,arrivals,4641.0
113595,O,were,4641.0
113596,O,poor,4641.0
113597,O,due,4641.0
113598,O,to,4641.0
113599,O,the,4641.0
113600,O,festival,4641.0
113601,O,season,4641.0
113602,O,Markets,4641.0
113603,O,in,4641.0
113604,O,would,4641.0
113605,LOC,India,4642.0
113606,O,central,4642.0
113607,O,be,4642.0
113608,O,closed,4642.0
113609,O,for,4642.0
113610,O,a,4642.0
113611,O,local,4642.0
113612,O,religious,4642.0
113613,O,holiday,4642.0
113614,O,on,4642.0
113615,O,Wednesday,4642.0
113616,O,Soyoil,4642.0
113617,O,prices,4642.0
113618,O,fell,4642.0
113619,O,on,4643.0
113620,O,increased,4643.0
113621,O,selling,4643.0
113622,O,against,4643.0
113623,O,poor,4643.0
113624,O,demand,4643.0
113625,O,Soyoil,4643.0
113626,O,solvent,4643.0
113627,O,was,4643.0
113628,O,down,4644.0
113629,O,by,4644.0
113630,O,400,4644.0
113631,O,rupees,4644.0
113632,O,per,4644.0
113633,O,tonne,4644.0
113634,O,and,4644.0
113635,O,soyoil,4644.0
113636,O,refined,4644.0
113637,O,was,4644.0
113638,O,down,4644.0
113639,O,by,4644.0
113640,O,400,4644.0
113641,O,rupees,4644.0
113642,O,Soyoil,4644.0
113643,O,refined,4644.0
113644,O,fell,4644.0
113645,O,by,4645.0
113646,O,200,4645.0
113647,O,rupees,4645.0
113648,O,on,4645.0
113649,O,weak,4645.0
113650,O,undertone,4645.0
113651,O,Soymeal,4645.0
113652,O,yellow,4645.0
113653,O,was,4645.0
113654,O,276277,4646.0
113655,O,and,4646.0
113656,O,soymeal,4646.0
113657,O,black,4646.0
113658,O,was,4646.0
113659,O,246248,4646.0
113660,O,per,4646.0
113661,O,tonne,4646.0
113662,O,in,4646.0
113663,O,export,4646.0
113664,O,Rapeseed,4646.0
113665,O,extraction,4646.0
113666,O,was,4646.0
113667,O,115,4647.0
113668,O,per,4647.0
113669,O,tonne,4647.0
113670,O,in,4647.0
113671,O,export,4647.0
113672,O,Export,4647.0
113673,O,demand,4647.0
113674,O,was,4647.0
113675,O,good,4648.0
113676,O,but,4648.0
113677,O,availability,4648.0
113678,O,was,4648.0
113679,O,limited,4648.0
113680,O,Rapeseed,4648.0
113681,O,extraction,4648.0
113682,O,was,4648.0
113683,O,3850,4649.0
113684,O,rupees,4649.0
113685,O,and,4649.0
113686,ORG,Bedibunder,4649.0
113687,O,FOR,4649.0
113688,O,was,4649.0
113689,O,38003825,4649.0
113690,O,rupees,4649.0
113691,O,Prices,4649.0
113692,ORG,Bhavnagar,4649.0
113693,O,FOR,4649.0
113694,O,in,4649.0
113695,O,rupees,4649.0
113696,O,per,4650.0
113697,O,tonne,4650.0
113698,O,Market,4650.0
113699,O,Arrivals,4650.0
113700,O,Auction,4650.0
113701,O,Traders,4650.0
113702,O,Plant,4650.0
113703,O,in,4650.0
113704,O,45,4650.0
113705,LOC,Dewas,4650.0
113706,O,tonnes,4650.0
113707,O,Yellow,4650.0
113708,O,1270012950,4650.0
113709,O,1290013150,4650.0
113710,O,1190012100,4650.0
113711,LOC,Black,4650.0
113712,O,10,4650.0
113713,LOC,Mandsaur,4650.0
113714,O,1290013100,4650.0
113715,O,Yellow,4650.0
113716,O,1260012750,4650.0
113717,O,na,4650.0
113718,LOC,Neemuch,4650.0
113719,O,1270012850,4650.0
113720,O,2,4650.0
113721,LOC,Mhow,4650.0
113722,O,Yellow,4650.0
113723,O,Yellow,4650.0
113724,O,1270012800,4650.0
113725,O,10,4650.0
113726,LOC,Ratlam,4650.0
113727,O,1275012850,4650.0
113728,O,Yellow,4650.0
113729,O,1260012750,4650.0
113730,O,10,4650.0
113731,LOC,Ashta,4650.0
113732,O,1270012800,4650.0
113733,O,Yellow,4650.0
