,Sentence #,Tag,Word
86671,3054,O,Winne
86672,3054,O,4-2
86673,3054,O,Aune
86674,3054,O,Penalties
86675,3054,LOC,Mauritania
86676,3054,O,Vee
86677,3054,LOC,Benin
86678,3054,O,Postponed
86679,3054,O,To
86680,3054,O,Friday
86681,3054,LOC,Benin
86682,3054,O,Lead
86683,3054,O,4-1
86684,3054,O,From
86685,3054,O,The
86686,3054,O,First
86687,3054,O,Legge
86688,3054,LOC,Namibia
86689,3054,O,6
86690,3054,LOC,Botswana
86691,3054,O,0
86692,3054,LOC,Namibia
86693,3054,O,Winne
86694,3054,O,6-0
86695,3054,O,Aune
86696,3054,O,Aggregate
86697,3054,LOC,Seychelles
86698,3054,O,1
86699,3054,LOC,Mauritius
86700,3054,O,1
86701,3054,LOC,Mauritius
86702,3054,O,Winne
86703,3054,O,2-1
86704,3054,O,Aune
86705,3054,O,Aggregate
86706,3054,LOC,Togo
86707,3054,O,1
86708,3054,LOC,Congo
86709,3054,O,0
86710,3054,LOC,Togo
86711,3054,O,Winne
86712,3054,O,1-0
86713,3054,O,Aune
86714,3054,O,aggregaete
86715,3054,LOC,Central
86716,3054,LOC,African
86717,3054,LOC,Republic
86718,3054,O,walkover
86719,3054,O,Vee
86720,3054,LOC,Burundi
86721,3054,O,Winner'S
86722,3054,O,Progress
86723,3054,O,To
86724,3054,O,Qualifying
86725,3054,O,Group'S
86726,3054,O,To
86727,3054,O,Start
86728,3054,O,In
86729,3054,O,October
86730,3054,O,.
86731,3055,O,-DOCSTART-
86732,3055,O,Soccer
86733,3055,O,-
86734,3055,O,Ukrainian
86735,3055,O,Premier
86736,3055,O,Division
86737,3055,O,Results
86738,3055,O,/
86739,3055,O,Standings
86740,3055,O,.
86741,3056,LOC,Kiev
86742,3056,O,1996-08-26
86743,3056,O,Results
86744,3056,O,Of
86745,3056,LOC,Ukraine
86746,3056,O,Premier
86747,3056,O,Division
86748,3056,O,Match'S
86749,3056,O,Played
86750,3056,O,At
86751,3056,O,The
86752,3056,O,Weekend
86753,3056,O,:
86754,3056,ORG,Dynamo
86755,3056,ORG,Kiev
86756,3056,O,5
86757,3056,ORG,Kremin
86758,3056,ORG,Kremenchuk
86759,3056,O,0
86760,3056,ORG,Vorskla
86761,3056,ORG,Poltava
86762,3056,O,2
86763,3056,ORG,Nyva
86764,3056,ORG,Ternopil
86765,3056,O,1
86766,3056,ORG,Torpedo
86767,3056,ORG,Zaporizhya
86768,3056,O,2
86769,3056,ORG,Shakhtar
86770,3056,ORG,Donetsk
86771,3056,O,1
86772,3056,ORG,Kryvbas
86773,3056,ORG,Kryvy
86774,3056,ORG,Rigg
86775,3056,O,1
86776,3056,ORG,Karpaty
86777,3056,ORG,Lviv
86778,3056,O,2
86779,3056,ORG,Prykarpattya
86780,3056,ORG,Ivano-Frankivsk
86781,3056,O,0
86782,3056,ORG,Zirka-Nibas
86783,3056,ORG,Kirovohrad
86784,3056,O,0
86785,3056,ORG,Chornomorets
86786,3056,ORG,Odessa
86787,3056,O,2
86788,3056,ORG,Metalurg
86789,3056,ORG,Zaporizhya
86790,3056,O,1
86791,3056,ORG,Dnipro
86792,3056,ORG,Dnipropetrovsk
86793,3056,O,2
86794,3056,ORG,CSKA
86795,3056,ORG,Kiev
86796,3056,O,1
86797,3056,O,Standings
86798,3056,O,(
86799,3056,O,Tabulated
86800,3056,O,Under
86801,3056,O,Played
86802,3056,O,","
86803,3056,O,Wan
86804,3056,O,","
86805,3056,O,Draughn
86806,3056,O,","
86807,3056,O,Lost
86808,3056,O,","
86809,3056,O,Goelz
86810,3056,O,For
86811,3056,O,","
86812,3056,O,Against
86813,3056,O,","
86814,3056,O,Point'S
86815,3056,O,)
86816,3056,O,:
86817,3056,ORG,Dynamo
86818,3056,O,6
86819,3056,O,5
86820,3056,O,0
86821,3056,O,1
86822,3056,O,16
86823,3056,O,2
86824,3056,O,15
86825,3056,ORG,Vorskla
86826,3056,O,6
86827,3056,O,4
86828,3056,O,2
86829,3056,O,0
86830,3056,O,11
86831,3056,O,3
86832,3056,O,14
86833,3056,ORG,Dnipro
86834,3056,O,6
86835,3056,O,4
86836,3056,O,1
86837,3056,O,1
86838,3056,O,13
86839,3056,O,6
86840,3056,O,13
86841,3056,ORG,Chornomorets
86842,3056,O,6
86843,3056,O,4
86844,3056,O,1
86845,3056,O,1
86846,3056,O,11
86847,3056,O,7
86848,3056,O,13
86849,3056,ORG,Shakhtar
86850,3056,O,6
86851,3056,O,3
86852,3056,O,2
86853,3056,O,1
86854,3056,O,10
86855,3056,O,3
86856,3056,O,11
86857,3056,ORG,Metalurg
86858,3056,O,6
86859,3056,O,3
86860,3056,O,2
86861,3056,O,1
86862,3056,O,9
86863,3056,O,6
86864,3056,O,11
86865,3056,ORG,Karpaty
86866,3056,O,6
86867,3056,O,3
86868,3056,O,1
86869,3056,O,2
86870,3056,O,9
86871,3056,O,5
86872,3056,O,10
86873,3056,ORG,Zirka-Nibas
86874,3056,O,6
86875,3056,O,3
86876,3056,O,1
86877,3056,O,2
86878,3056,O,6
86879,3056,O,8
86880,3056,O,10
86881,3056,ORG,Torpedo
86882,3056,O,6
86883,3056,O,3
86884,3056,O,1
86885,3056,O,2
86886,3056,O,8
86887,3056,O,7
86888,3056,O,10
86889,3056,ORG,Tavria
86890,3056,O,5
86891,3056,O,2
86892,3056,O,0
86893,3056,O,3
86894,3056,O,3
86895,3056,O,7
86896,3056,O,6
86897,3056,ORG,Nyva
86898,3056,ORG,Ternopil
86899,3056,O,6
86900,3056,O,2
86901,3056,O,0
86902,3056,O,4
86903,3056,O,4
86904,3056,O,11
86905,3056,O,6
86906,3056,ORG,CSKA
86907,3056,O,6
86908,3056,O,1
86909,3056,O,1
86910,3056,O,4
86911,3056,O,4
86912,3056,O,7
86913,3056,O,4
86914,3056,ORG,Kryvbas
86915,3056,O,6
86916,3056,O,1
86917,3056,O,1
86918,3056,O,4
86919,3056,O,5
86920,3056,O,9
86921,3056,O,4
86922,3056,ORG,Nyva
86923,3056,ORG,Vinnytsya
86924,3056,O,5
86925,3056,O,0
86926,3056,O,2
86927,3056,O,3
86928,3056,O,1
86929,3056,O,7
86930,3056,O,2
86931,3056,ORG,Prykarpattya
86932,3056,O,6
86933,3056,O,0
86934,3056,O,2
86935,3056,O,4
86936,3056,O,4
86937,3056,O,13
86938,3056,O,2
86939,3056,ORG,Kremin
86940,3056,O,6
86941,3056,O,0
86942,3056,O,1
86943,3056,O,5
86944,3056,O,1
86945,3056,O,14
86946,3056,O,1
86947,3056,O,-DOCSTART-
86948,3056,O,Swimming
86949,3056,O,-
86950,3056,PER,Popov
86951,3056,O,In
86952,3056,O,`SERIOUS
86953,3056,O,Condition
86954,3056,O,'
86955,3056,O,After
86956,3056,O,Stabbing
86957,3056,O,.
86958,3057,LOC,Moscow
86959,3057,O,1996-08-26
86960,3057,O,Russian
86961,3057,O,Double
86962,3057,O,Olympic
86963,3057,O,Swimming
86964,3057,O,Champion
86965,3057,PER,Alexander
86966,3057,PER,Popov
86967,3057,O,Was
86968,3057,O,In
86969,3057,O,A
86970,3057,O,Serious
86971,3057,O,Condition
86972,3057,O,Aune
86973,3057,O,Munday
86974,3057,O,After
86975,3057,O,Being
86976,3057,O,Stabbed
86977,3057,O,Aune
86978,3057,O,A
86979,3057,LOC,Moscow
86980,3057,O,Street
86981,3057,O,.
86982,3058,O,A.
86983,3058,O,Doctor
86984,3058,O,Said
86985,3058,O,It
86986,3058,O,Was
86987,3058,O,Thuy
86988,3058,O,Earley
86989,3058,O,To
86990,3058,O,C'Est
86991,3058,O,Whether
86992,3058,PER,Popov
86993,3058,O,","
86994,3058,O,The
86995,3058,O,Only
86996,3058,O,Mahn
86997,3058,O,To
86998,3058,O,Retain
86999,3058,O,The
87000,3058,O,Olympic
87001,3058,O,50
87002,3058,O,And
87003,3058,O,100
87004,3058,O,Meters
87005,3058,O,Freestyle
87006,3058,O,Titles
87007,3058,O,","
87008,3058,O,Wood
87009,3058,O,Return
87010,3058,O,To
87011,3058,O,top-level
87012,3058,O,Sport
87013,3058,O,.
87014,3059,O,His
87015,3059,O,Condition
87016,3059,O,Is
87017,3059,O,Serious
87018,3059,O,","
87019,3059,O,Said
87020,3059,PER,Rimma
87021,3059,PER,Maslova
87022,3059,O,","
87023,3059,O,Deputy
87024,3059,O,Chief
87025,3059,O,Doctor
87026,3059,O,Of
87027,3059,LOC,Hospital
87028,3059,LOC,Nau
87029,3059,LOC,31
87030,3059,O,In
87031,3059,O,The
87032,3059,O,Russian
87033,3059,O,Capital
87034,3059,O,.
87035,3060,O,Butt
87036,3060,O,He
87037,3060,O,Is
87038,3060,O,Conscious
87039,3060,O,And
87040,3060,O,Is
87041,3060,O,Talking
87042,3060,O,And
87043,3060,O,Smiling
87044,3060,O,.
87045,3061,PER,Maslova
87046,3061,O,Tolled
87047,3061,ORG,Reuter'S
87048,3061,O,Xi
87049,3061,O,Was
87050,3061,O,Not
87051,3061,O,'N
87052,3061,O,Expert
87053,3061,O,In
87054,3061,O,Sport'S
87055,3061,O,Medicine
87056,3061,O,","
87057,3061,O,But
87058,3061,O,Said
87059,3061,O,It
87060,3061,O,Was
87061,3061,O,Thuy
87062,3061,O,Earley
87063,3061,O,To
87064,3061,O,Judge
87065,3061,PER,Popov
87066,3061,O,Es
87067,3061,O,Chances
87068,3061,O,Of
87069,3061,O,Returning
87070,3061,O,To
87071,3061,O,Competitive
87072,3061,O,Swimming
87073,3061,O,.
87074,3062,PER,Popov
87075,3062,O,","
87076,3062,O,Hoo
87077,3062,O,Wan
87078,3062,O,Gold
87079,3062,O,In
87080,3062,O,The
87081,3062,O,50
87082,3062,O,And
87083,3062,O,100
87084,3062,O,Meters
87085,3062,O,Freestyle
87086,3062,O,At
87087,3062,O,The
87088,3062,O,Recent
87089,3062,O,Atlanta
87090,3062,O,Olympic'S
87091,3062,O,","
87092,3062,O,Was
87093,3062,O,Stabbed
87094,3062,O,In
87095,3062,O,The
87096,3062,O,Abdomen
87097,3062,O,Leight
87098,3062,O,Aune
87099,3062,O,Saturday
87100,3062,O,After
87101,3062,O,'N
87102,3062,O,Argument
87103,3062,O,With
87104,3062,O,A
87105,3062,O,Grupe
87106,3062,O,Of
87107,3062,O,Roadside
87108,3062,O,Watermelon
87109,3062,O,Seller'S
87110,3062,O,In
87111,3062,O,south-west
87112,3062,LOC,Moscow
87113,3062,O,.
87114,3063,PER,Maslova
87115,3063,O,Said
87116,3063,O,The
87117,3063,O,Wound
87118,3063,O,Had
87119,3063,O,Affected
87120,3063,O,A
87121,3063,O,Lung
87122,3063,O,And
87123,3063,O,A
87124,3063,O,Kidney
87125,3063,O,.
87126,3064,O,Doctor'S
87127,3064,O,Operated
87128,3064,O,Aune
87129,3064,PER,Popov
87130,3064,O,","
87131,3064,O,24
87132,3064,O,","
87133,3064,O,For
87134,3064,O,Three
87135,3064,O,Ours
87136,3064,O,.
87137,3065,PER,Popov
87138,3065,O,Tolled
87139,3065,ORG,NTV
87140,3065,O,Television
87141,3065,O,Aune
87142,3065,O,Sunday
87143,3065,O,He
87144,3065,O,Was
87145,3065,O,In
87146,3065,O,Nau
87147,3065,O,Danger
87148,3065,O,And
87149,3065,O,Promised
87150,3065,O,He
87151,3065,O,Wood
87152,3065,O,Be
87153,3065,O,Bakke
87154,3065,O,In
87155,3065,O,The
87156,3065,O,Pool
87157,3065,O,Shortly
87158,3065,O,.
87159,3066,O,They'Re
87160,3066,O,Es
87161,3066,O,Nau
87162,3066,O,Need
87163,3066,O,To
87164,3066,O,Worry
87165,3066,O,.
87166,3067,O,Wii
87167,3067,O,'re
87168,3067,O,Going
87169,3067,O,To
87170,3067,O,Be
87171,3067,O,Walking
87172,3067,O,Suen
87173,3067,O,--
87174,3067,O,And
87175,3067,O,Swimming
87176,3067,O,","
87177,3067,O,He
87178,3067,O,Insisted
87179,3067,O,Cheerfully
87180,3067,O,From
87181,3067,O,His
87182,3067,O,Bed
87183,3067,O,In
87184,3067,O,The
87185,3067,O,Intensive
87186,3067,O,Kehr
87187,3067,O,Unit
87188,3067,O,.
87189,3068,ORG,Interfax
87190,3068,O,News
87191,3068,O,Agency
87192,3068,O,Said
87193,3068,O,Police
87194,3068,O,Had
87195,3068,O,Detained
87196,3068,O,One
87197,3068,O,Of
87198,3068,O,The
87199,3068,O,Attackers
87200,3068,O,.
87201,3069,O,It
87202,3069,O,Said
87203,3069,O,The
87204,3069,O,Reaux
87205,3069,O,Started
87206,3069,O,When
87207,3069,PER,Popov
87208,3069,O,And
87209,3069,O,A
87210,3069,O,Grupe
87211,3069,O,Of
87212,3069,O,His
87213,3069,O,Frenz
87214,3069,O,We'Re
87215,3069,O,Returning
87216,3069,O,From
87217,3069,O,A
87218,3069,O,Parti
87219,3069,O,.
87220,3070,PER,Vitali
87221,3070,PER,Smirnov
87222,3070,O,","
87223,3070,O,President
87224,3070,O,Of
87225,3070,O,The
87226,3070,O,Russian
87227,3070,O,National
87228,3070,O,Olympic
87229,3070,O,Commitee
87230,3070,O,","
87231,3070,O,Said
87232,3070,O,President
87233,3070,PER,Borris
87234,3070,PER,Yeltsin
87235,3070,O,Had
87236,3070,O,Givin'
87237,3070,O,The
87238,3070,O,Swimmer
87239,3070,LOC,Russia
87240,3070,O,Es
87241,3070,O,Top
87242,3070,O,Award
87243,3070,O,For
87244,3070,O,His
87245,3070,O,Olympic
87246,3070,O,Performance
87247,3070,O,.
87248,3071,O,Ay
87249,3071,O,Am
87250,3071,O,Not
87251,3071,O,A
87252,3071,O,Doctor
87253,3071,O,But
87254,3071,O,Ay
87255,3071,O,Think
87256,3071,O,He
87257,3071,O,Is
87258,3071,O,Dewing
87259,3071,O,All
87260,3071,O,Reit
87261,3071,O,","
87262,3071,O,Said
87263,3071,PER,Smirnov
87264,3071,O,.
87265,3072,PER,Smirnov
87266,3072,O,Said
87267,3072,O,The
87268,3072,O,Olympic
87269,3072,O,Commitee
87270,3072,O,Mite
87271,3072,O,Ask
87272,3072,O,The
87273,3072,O,Government
87274,3072,O,To
87275,3072,O,Take
87276,3072,O,Measure'S
87277,3072,O,To
87278,3072,O,Protect
87279,3072,O,The
87280,3072,O,Country
87281,3072,O,Es
87282,3072,O,Best
87283,3072,O,Athlete'S
87284,3072,O,","
87285,3072,O,Sum
87286,3072,O,Of
87287,3072,O,Whom
87288,3072,O,Halve
87289,3072,O,Already
87290,3072,O,Chosen
87291,3072,O,To
87292,3072,O,Liv
87293,3072,O,Abroad
87294,3072,O,For
87295,3072,O,Fier
87296,3072,O,Of
87297,3072,O,A
87298,3072,O,Serge
87299,3072,O,In
87300,3072,O,Crime
87301,3072,O,In
87302,3072,O,post-Soviet
87303,3072,LOC,Russia
87304,3072,O,.
87305,3073,O,-DOCSTART-
87306,3073,O,Soccer
87307,3073,O,-
87308,3073,O,Slovak
87309,3073,O,First
87310,3073,O,Division
87311,3073,O,Results
87312,3073,O,/
87313,3073,O,Standings
87314,3073,O,.
87315,3074,LOC,BRATISLAVA
87316,3074,O,1996-08-26
87317,3074,O,Results
87318,3074,O,Of
87319,3074,O,Slovak
87320,3074,O,First
87321,3074,O,Division
87322,3074,O,Sochor
87323,3074,O,Match'S
87324,3074,O,At
87325,3074,O,The
87326,3074,O,Weekend
87327,3074,O,:
87328,3074,ORG,Inter
87329,3074,ORG,Bratislava
87330,3074,O,0
87331,3074,ORG,Slovan
87332,3074,ORG,Bratislava
87333,3074,O,2
87334,3074,ORG,Chemlon
87335,3074,ORG,Humenne
87336,3074,O,0
87337,3074,ORG,Tatran
87338,3074,ORG,Presov
87339,3074,O,1
87340,3074,ORG,Artmedia
87341,3074,ORG,Petrzalka
87342,3074,O,0
87343,3074,ORG,Jas
87344,3074,ORG,Bardejov
87345,3074,O,0
87346,3074,ORG,Dac
87347,3074,ORG,Dunajska
87348,3074,ORG,Streda
87349,3074,O,1
87350,3074,ORG,Spartak
87351,3074,ORG,Trnava
87352,3074,O,3
87353,3074,ORG,Dukla
87354,3074,ORG,Banska
87355,3074,ORG,Bystrica
87356,3074,O,3
87357,3074,ORG,FC
87358,3074,ORG,Nitra
87359,3074,O,0
87360,3074,ORG,MSK
87361,3074,ORG,Zilina
87362,3074,O,0
87363,3074,ORG,FC
87364,3074,ORG,Kosice
87365,3074,O,2
87366,3074,ORG,Petrimex
87367,3074,ORG,Prievidza
87368,3074,O,2
87369,3074,ORG,FC
87370,3074,ORG,Rimavska
87371,3074,ORG,Sobota
87372,3074,O,0
87373,3074,ORG,Lokomotiva
87374,3074,ORG,Kosice
87375,3074,O,2
87376,3074,ORG,Kerametal
87377,3074,ORG,Dubnica
87378,3074,O,0
87379,3074,O,Standings
87380,3074,O,(
87381,3074,O,Tabulate
87382,3074,O,Under
87383,3074,O,Game'S
87384,3074,O,Played
87385,3074,O,","
87386,3074,O,Wan
87387,3074,O,","
87388,3074,O,Draughn
87389,3074,O,","
87390,3074,O,Lost
87391,3074,O,","
87392,3074,O,Goelz
87393,3074,O,For
87394,3074,O,","
87395,3074,O,Goelz
87396,3074,O,Against
87397,3074,O,","
87398,3074,O,Point'S
87399,3074,O,)
87400,3074,O,:
87401,3074,ORG,Tatran
87402,3074,ORG,Presov
87403,3074,O,4
87404,3074,O,3
87405,3074,O,1
87406,3074,O,0
87407,3074,O,5
87408,3074,O,0
87409,3074,O,10
87410,3074,ORG,Dukla
87411,3074,ORG,Banska
87412,3074,ORG,Bystrica
87413,3074,O,4
87414,3074,O,3
87415,3074,O,0
87416,3074,O,1
87417,3074,O,7
87418,3074,O,2
87419,3074,O,9
87420,3074,ORG,Slovan
87421,3074,ORG,Bratislava
87422,3074,O,4
87423,3074,O,3
87424,3074,O,0
87425,3074,O,1
87426,3074,O,7
87427,3074,O,2
87428,3074,O,9
87429,3074,ORG,Petrimex
87430,3074,ORG,Prievidza
87431,3074,O,4
87432,3074,O,3
87433,3074,O,0
87434,3074,O,1
87435,3074,O,4
87436,3074,O,2
87437,3074,O,9
87438,3074,ORG,Spartak
87439,3074,ORG,Trnava
87440,3074,O,4
87441,3074,O,2
87442,3074,O,2
87443,3074,O,0
87444,3074,O,10
87445,3074,O,5
87446,3074,O,8
87447,3074,ORG,FC
87448,3074,ORG,Kosice
87449,3074,O,4
87450,3074,O,2
87451,3074,O,2
87452,3074,O,0
87453,3074,O,6
87454,3074,O,3
87455,3074,O,8
87456,3074,ORG,Artmedia
87457,3074,ORG,Petrzalka
87458,3074,O,4
87459,3074,O,1
87460,3074,O,3
87461,3074,O,0
87462,3074,O,1
87463,3074,O,0
87464,3074,O,6
87465,3074,ORG,Dac
87466,3074,ORG,Dunajska
87467,3074,ORG,Streda
87468,3074,O,4
87469,3074,O,2
87470,3074,O,0
87471,3074,O,2
87472,3074,O,5
87473,3074,O,6
87474,3074,O,6
87475,3074,ORG,FC
87476,3074,ORG,Rimavska
87477,3074,ORG,Sobota
87478,3074,O,4
87479,3074,O,2
87480,3074,O,0
87481,3074,O,2
87482,3074,O,4
87483,3074,O,5
87484,3074,O,6
87485,3074,ORG,Jas
87486,3074,ORG,Bardejov
87487,3074,O,4
87488,3074,O,1
87489,3074,O,2
87490,3074,O,1
87491,3074,O,2
87492,3074,O,2
87493,3074,O,5
87494,3074,ORG,Chemlon
87495,3074,ORG,Humenne
87496,3074,O,4
87497,3074,O,1
87498,3074,O,1
87499,3074,O,2
87500,3074,O,1
87501,3074,O,2
87502,3074,O,4
87503,3074,ORG,Inter
87504,3074,ORG,Bratislava
87505,3074,O,4
87506,3074,O,1
87507,3074,O,1
87508,3074,O,2
87509,3074,O,4
87510,3074,O,6
87511,3074,O,4
87512,3074,ORG,Lokomotiva
87513,3074,ORG,Kosice
87514,3074,O,4
87515,3074,O,1
87516,3074,O,1
87517,3074,O,2
87518,3074,O,3
87519,3074,O,5
87520,3074,O,4
87521,3074,ORG,Kerametal
87522,3074,ORG,Dubnica
87523,3074,O,4
87524,3074,O,0
87525,3074,O,1
87526,3074,O,3
87527,3074,O,3
87528,3074,O,9
87529,3074,O,1
87530,3074,ORG,FC
87531,3074,ORG,Nitra
87532,3074,O,4
87533,3074,O,0
87534,3074,O,0
87535,3074,O,4
87536,3074,O,1
87537,3074,O,8
87538,3074,O,0
87539,3074,ORG,MSK
87540,3074,ORG,Zilina
87541,3074,O,4
87542,3074,O,0
87543,3074,O,0
87544,3074,O,4
87545,3074,O,0
87546,3074,O,6
87547,3074,O,0
87548,3074,O,-DOCSTART-
87549,3074,O,Soccer
87550,3074,O,-
87551,3074,LOC,Hungary
87552,3074,O,First
87553,3074,O,Division
87554,3074,O,Results
87555,3074,O,/
87556,3074,O,Standings
87557,3074,O,.
87558,3075,LOC,Budapest
87559,3075,O,1996-08-26
87560,3075,O,Hungarian
87561,3075,O,First
87562,3075,O,Division
87563,3075,O,Sochor
87564,3075,O,Results
87565,3075,O,And
87566,3075,O,Standings
87567,3075,O,From
87568,3075,O,Weekend
87569,3075,O,And
87570,3075,O,Banque
87571,3075,O,Holiday
87572,3075,O,:
87573,3075,ORG,Stadler
87574,3075,O,0
87575,3075,ORG,Haladas
87576,3075,O,0
87577,3075,ORG,MTK
87578,3075,O,3
87579,3075,ORG,Ferencvaros
87580,3075,O,0
87581,3075,ORG,Bekescsaba
87582,3075,O,0
87583,3075,ORG,BVSC
87584,3075,O,1
87585,3075,ORG,Csepel
87586,3075,O,1
87587,3075,ORG,Videoton(*
87588,3075,O,)
87589,3075,O,1
87590,3075,ORG,ZTE
87591,3075,O,1
87592,3075,ORG,Debrecen
87593,3075,O,5
87594,3075,ORG,Siofok
87595,3075,O,0
87596,3075,ORG,Ujpest
87597,3075,O,2
87598,3075,ORG,Vac
87599,3075,O,0
87600,3075,ORG,Vasas
87601,3075,O,1
87602,3075,ORG,Kispest
87603,3075,O,3
87604,3075,ORG,Pecs
87605,3075,O,1
87606,3075,O,Standings
87607,3075,O,(
87608,3075,O,Tabulated
87609,3075,O,Under
87610,3075,O,Played
87611,3075,O,","
87612,3075,O,Wan
87613,3075,O,","
87614,3075,O,Draughn
87615,3075,O,","
87616,3075,O,Lost
87617,3075,O,","
87618,3075,O,Goelz
87619,3075,O,For
87620,3075,O,","
87621,3075,O,Goelz
87622,3075,O,Against
87623,3075,O,","
87624,3075,O,Point'S
87625,3075,O,)
87626,3075,O,:
87627,3075,O,1.
87628,3075,ORG,Ujpest
87629,3075,ORG,Tea
87630,3075,O,3
87631,3075,O,3
87632,3075,O,-
87633,3075,O,-
87634,3075,O,10
87635,3075,O,2
87636,3075,O,9
87637,3075,O,2.
87638,3075,ORG,MTK
87639,3075,O,3
87640,3075,O,3
87641,3075,O,-
87642,3075,O,-
87643,3075,O,7
87644,3075,O,1
87645,3075,O,9
87646,3075,O,3.
87647,3075,ORG,BVSC
87648,3075,O,3
87649,3075,O,2
87650,3075,O,1
87651,3075,O,-
87652,3075,O,6
87653,3075,O,2
87654,3075,O,7
87655,3075,O,4.
87656,3075,ORG,Debrecen
87657,3075,O,3
87658,3075,O,2
87659,3075,O,-
87660,3075,O,1
87661,3075,O,10
87662,3075,O,4
87663,3075,O,6
87664,3075,O,5.
87665,3075,ORG,Bekescsaba
87666,3075,O,3
87667,3075,O,2
87668,3075,O,-
87669,3075,O,1
87670,3075,O,6
87671,3075,O,2
87672,3075,O,6
87673,3075,O,6.
87674,3075,ORG,FTC
87675,3075,O,3
87676,3075,O,2
87677,3075,O,-
87678,3075,O,1
87679,3075,O,8
87680,3075,O,7
87681,3075,O,6
87682,3075,O,7.
87683,3075,ORG,Haladas
87684,3075,O,3
87685,3075,O,1
87686,3075,O,2
87687,3075,O,-
87688,3075,O,2
87689,3075,O,1
87690,3075,O,5
87691,3075,O,8.
87692,3075,ORG,Videoton
87693,3075,O,3
87694,3075,O,1
87695,3075,O,1
87696,3075,O,1
87697,3075,O,7
87698,3075,O,5
87699,3075,O,4
87700,3075,O,9.
87701,3075,ORG,Vasas
87702,3075,O,3
87703,3075,O,1
87704,3075,O,1
87705,3075,O,1
87706,3075,O,3
87707,3075,O,3
87708,3075,O,4
87709,3075,O,10.
87710,3075,ORG,Kispest
87711,3075,O,3
87712,3075,O,1
87713,3075,O,1
87714,3075,O,1
87715,3075,O,6
87716,3075,O,7
87717,3075,O,4
87718,3075,O,11.
87719,3075,ORG,Gyor
87720,3075,O,3
87721,3075,O,1
87722,3075,O,1
87723,3075,O,1
87724,3075,O,3
87725,3075,O,5
87726,3075,O,4
87727,3075,O,12.
87728,3075,ORG,Csepel
87729,3075,O,3
87730,3075,O,-
87731,3075,O,3
87732,3075,O,-
87733,3075,O,3
87734,3075,O,3
87735,3075,O,3
87736,3075,O,13.
87737,3075,ORG,Pecs
87738,3075,O,3
87739,3075,O,1
87740,3075,O,-
87741,3075,O,2
87742,3075,O,3
87743,3075,O,5
87744,3075,O,3
87745,3075,O,14.
87746,3075,ORG,ZTE
87747,3075,O,3
87748,3075,O,1
87749,3075,O,-
87750,3075,O,2
87751,3075,O,3
87752,3075,O,10
87753,3075,O,3
87754,3075,O,15.
87755,3075,ORG,Stadler
87756,3075,O,FC
87757,3075,O,3
87758,3075,O,-
87759,3075,O,1
87760,3075,O,2
87761,3075,O,2
87762,3075,O,6
87763,3075,O,1
87764,3075,O,16.
87765,3075,ORG,III.ker.TVE
87766,3075,O,3
87767,3075,O,-
87768,3075,O,1
87769,3075,O,2
87770,3075,O,2
87771,3075,O,7
87772,3075,O,1
87773,3075,O,17.
87774,3075,ORG,Siofok
87775,3075,O,3
87776,3075,O,-
87777,3075,O,-
87778,3075,O,3
87779,3075,O,2
87780,3075,O,7
87781,3075,O,0
87782,3075,O,18.
87783,3075,ORG,Vac
87784,3075,O,3
87785,3075,O,-
87786,3075,O,-
87787,3075,O,3
87788,3075,O,2
87789,3075,O,8
87790,3075,O,0
87791,3075,O,*Name
87792,3075,O,Of
87793,3075,ORG,Parmalat
87794,3075,ORG,/
87795,3075,ORG,Fehervar
87796,3075,ORG,FC
87797,3075,O,Has
87798,3075,O,Been
87799,3075,O,Changed
87800,3075,O,To
87801,3075,ORG,Videoton
87802,3075,O,.
87803,3076,O,--
87804,3076,LOC,Budapest
87805,3076,O,Newsroom
87806,3076,O,","
87807,3076,O,+361
87808,3076,O,266
87809,3076,O,2410
87810,3076,O,-DOCSTART-
87811,3076,O,Soccer
87812,3076,O,-
87813,3076,O,Check
87814,3076,O,First
87815,3076,O,Division
87816,3076,O,Results
87817,3076,O,/
87818,3076,O,Standings
87819,3076,O,.
87820,3077,LOC,Prague
87821,3077,O,1996-08-26
87822,3077,O,Results
87823,3077,O,Of
87824,3077,O,The
87825,3077,LOC,Czech
87826,3077,LOC,Republic
87827,3077,O,Es
87828,3077,O,First
87829,3077,O,Division
87830,3077,O,Sochor
87831,3077,O,Match'S
87832,3077,O,At
87833,3077,O,The
87834,3077,O,Weekend
87835,3077,O,:
87836,3077,ORG,Petra
87837,3077,ORG,Drnovice
87838,3077,O,1
87839,3077,ORG,Slovan
87840,3077,ORG,Liberec
87841,3077,O,3
87842,3077,ORG,SK
87843,3077,ORG,Slavia
87844,3077,ORG,Praha
87845,3077,O,3
87846,3077,ORG,SK
87847,3077,ORG,Ceske
87848,3077,ORG,Budejovice
87849,3077,O,0
87850,3077,ORG,FK
87851,3077,ORG,Jablonec
87852,3077,O,3
87853,3077,ORG,Viktoria
87854,3077,ORG,Zizkov
87855,3077,O,1
87856,3077,ORG,Banick
87857,3077,ORG,Ostrava
87858,3077,O,3
87859,3077,ORG,FK
87860,3077,ORG,Teplice
87861,3077,O,1
87862,3077,ORG,Boby
87863,3077,ORG,Brno
87864,3077,O,1
87865,3077,ORG,Sygma
87866,3077,ORG,Olomouc
87867,3077,O,0
87868,3077,ORG,FC
87869,3077,ORG,Bohemians
